total_events,events_per_minute,cnt_1,cnt_3,cnt_7,cnt_8,cnt_9,cnt_10,cnt_11,cnt_12,cnt_13,cnt_800,cnt_4103,cnt_4104,cnt_4624,cnt_4625,cnt_4648,cnt_4656,cnt_4658,cnt_4661,cnt_4663,cnt_4672,cnt_4688,cnt_4696,cnt_4697,cnt_4698,cnt_4702,cnt_4703,cnt_4720,cnt_4726,cnt_4728,cnt_4732,cnt_4738,cnt_4756,cnt_4768,cnt_4769,cnt_4770,cnt_4771,cnt_4773,cnt_4776,cnt_4798,cnt_4799,cnt_5154,cnt_5156,cnt_5158,cnt_5447,brute_force_score,lateral_move_score,persistence_score,priv_escalation_score,recon_score,execution_score,kerberos_score,credential_dump_score,image_load_score,registry_mod_score,powershell_score,wfp_network_score,remote_thread_score,raw_access_score,network_conn_score,file_create_score,process_create_sys_score,rights_adjust_score,object_access_score,logon_failure_ratio,monitored_event_ratio,credential_dump_per_min,image_load_per_min,registry_mod_per_min,powershell_per_min,remote_thread_per_min,network_conn_per_min,process_create_sys_per_min,entropy_eventids,distinct_eventids,distinct_monitored,brute_force_score_roll3_mean,brute_force_score_roll3_std,brute_force_score_delta,lateral_move_score_roll3_mean,lateral_move_score_roll3_std,lateral_move_score_delta,persistence_score_roll3_mean,persistence_score_roll3_std,persistence_score_delta,priv_escalation_score_roll3_mean,priv_escalation_score_roll3_std,priv_escalation_score_delta,recon_score_roll3_mean,recon_score_roll3_std,recon_score_delta,execution_score_roll3_mean,execution_score_roll3_std,execution_score_delta,kerberos_score_roll3_mean,kerberos_score_roll3_std,kerberos_score_delta,credential_dump_score_roll3_mean,credential_dump_score_roll3_std,credential_dump_score_delta,image_load_score_roll3_mean,image_load_score_roll3_std,image_load_score_delta,registry_mod_score_roll3_mean,registry_mod_score_roll3_std,registry_mod_score_delta,powershell_score_roll3_mean,powershell_score_roll3_std,powershell_score_delta,wfp_network_score_roll3_mean,wfp_network_score_roll3_std,wfp_network_score_delta,remote_thread_score_roll3_mean,remote_thread_score_roll3_std,remote_thread_score_delta,raw_access_score_roll3_mean,raw_access_score_roll3_std,raw_access_score_delta,network_conn_score_roll3_mean,network_conn_score_roll3_std,network_conn_score_delta,file_create_score_roll3_mean,file_create_score_roll3_std,file_create_score_delta,process_create_sys_score_roll3_mean,process_create_sys_score_roll3_std,process_create_sys_score_delta,rights_adjust_score_roll3_mean,rights_adjust_score_roll3_std,rights_adjust_score_delta,object_access_score_roll3_mean,object_access_score_roll3_std,object_access_score_delta,total_events_roll3_mean,total_events_roll3_std,total_events_delta,events_per_minute_roll3_mean,events_per_minute_roll3_std,events_per_minute_delta,entropy_eventids_roll3_mean,entropy_eventids_roll3_std,entropy_eventids_delta,distinct_eventids_roll3_mean,distinct_eventids_roll3_std,distinct_eventids_delta,logon_failure_ratio_roll3_mean,logon_failure_ratio_roll3_std,logon_failure_ratio_delta,monitored_event_ratio_roll3_mean,monitored_event_ratio_roll3_std,monitored_event_ratio_delta
7949,1589.8,16,9,857,0,19,1962,76,2983,1284,0,0,0,1,0,0,62,122,0,60,1,12,0,0,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,47,46,0,0,2,1,0,9,12,0,1962,857,4267,0,93,0,19,9,76,16,122,244,0.0,0.9672914832054347,392.4,171.4,853.4,0.0,0.0,1.8,3.2,2.574356237122464,31,20,0.0,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.333333333333334,3.785938897200588,0.0,0.0,0.0,0.0,4132.666666666667,962.6309434738347,-1199.0,1993.6666666666667,140.32937444930613,-975.0,25863.333333333332,9644.203561379933,-11823.0,0.0,0.0,0.0,75.66666666666667,13.012814197441482,30.0,0.0,0.0,0.0,21.333333333333332,3.0550504633038935,-3.0,9.666666666666666,0.577350269189629,-1.0,444.6666666666667,170.08919228843826,-191.0,25.666666666666668,2.0816659994672424,-9.0,112.33333333333333,18.475208614071047,-1.0,218.66666666666666,34.019602192461505,0.0,33225.0,10863.26635961763,-14206.0,6644.999999999999,2172.653271923536,-2841.2,1.987570002690365,0.13226687555735028,0.4514916909036515,30.666666666666668,0.5773502691896502,0.0,0.0,0.0,0.0,0.9900939359214297,0.0031607971550982774,-0.01943837461447051
3694,738.8,12,8,565,0,17,937,24,1047,378,0,0,0,1,0,0,62,122,0,60,1,12,0,0,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,47,46,0,0,2,1,0,9,12,0,937,565,1425,0,93,0,17,8,24,12,122,244,0.0,0.9396318354087709,187.4,113.0,285.0,0.0,0.0,1.6,2.4,3.036129292406241,31,20,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.666666666666666,0.5773502691922044,0.0,0.0,0.0,0.0,3091.3333333333335,1096.1616364995293,-1025.0,1584.6666666666667,640.8559380495226,-292.0,15494.666666666666,10942.153185426223,-2842.0,0.0,0.0,0.0,81.66666666666667,16.289055630610584,0.0,0.0,0.0,0.0,21.666666666666668,2.5166114784235845,-2.0,9.666666666666666,0.5773502691896255,-1.0,268.0,192.50194804209121,-52.0,23.0,6.244997998398777,-4.0,122.66666666666667,0.5773502692853555,0.0,240.0,6.928203230275411,0.0,21251.666666666668,12874.789681130072,-4255.0,4250.333333333333,2574.957936226024,-851.0,2.22617059930615,0.30973487856800697,0.46177305528377666,31.0,0.0,0.0,0.0,0.0,0.0,0.9815237996576992,0.012472674370489793,-0.027659647796663744
2469,493.8,7,1,333,0,9,744,14,840,311,0,0,0,0,0,0,16,32,0,16,0,7,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0,1,0,0,7,0,744,333,1151,0,55,0,9,1,14,7,32,64,0.0,0.9793438639125152,148.8,66.6,230.2,0.0,0.0,0.2,1.4,2.5116641103764543,24,16,0.0,0.0,0.0,2.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-9.0,12.0,1.7215356090088941e-06,-5.0,0.0,0.0,0.0,2020.0,1113.1338643667225,-193.0,1084.6666666666667,663.4729333841235,-232.0,7260.666666666667,7777.344426816461,-274.0,0.0,0.0,0.0,83.0,17.320508075798216,-38.0,0.0,0.0,0.0,19.333333333333332,2.5166114784235845,-8.0,9.0,0.9999999999999998,-7.0,122.33333333333333,127.95441896758908,-10.0,17.666666666666668,6.6583281184797665,-5.0,122.33333333333333,0.5773502692853872,-90.0,244.0,0.0,-180.0,11266.0,9667.160751740921,-1225.0,2253.1999999999994,1933.4321503481972,-244.99999999999994,2.577783358582506,0.4566420184655854,-0.5244651820297865,31.0,0.0,-7.0,0.0,0.0,0.0,0.9645510588113703,0.02366829890707449,0.03971202850374422
1249,249.8,0,0,55,0,0,681,4,321,120,0,0,0,0,0,0,3,6,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,0,0,1,0,681,55,441,0,43,0,0,0,4,0,0,12,0.0,0.9903923138510808,136.2,11.0,88.2,0.0,0.0,0.0,0.0,1.9028830073021692,15,11,0.0,0.0,0.0,1.3333333333333333,1.1547005383792517,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,6.0,5.196152422706632,0.0,10.333333333333334,2.886751345948655,-6.0,0.0,0.0,0.0,1214.3333333333333,654.6497791440291,-63.0,585.0,262.5718949164217,-278.0,2281.0,1725.3741623194821,-710.0,0.0,0.0,0.0,80.33333333333333,21.939310229292264,-12.0,0.0,0.0,0.0,15.0,5.291502622129181,-9.0,6.0,4.358898943540674,-1.0,38.0,33.286633954186286,-10.0,11.666666666666666,4.509249752823476,-7.0,92.0,51.961524227067414,-32.0,184.0,103.92304845413264,-52.0,4704.0,2876.2258256263754,-1220.0,940.7999999999994,575.2451651253201,-244.0,2.7073832133017195,0.28642287632787283,-0.6087811030742851,28.666666666666668,4.041451884327381,-9.0,0.0,0.0,0.0,0.9620890608422402,0.020360751479362393,0.011048449938565685
1012,202.4,0,0,0,0,0,908,5,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0,0,908,0,46,0,49,0,0,0,5,0,0,0,0.0,0.9960474308300395,181.6,0.0,9.2,0.0,0.0,0.0,0.0,0.7139773103905207,8,6,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,0.0,0.6666666666666666,0.5773502691896258,0.0,0.0,0.0,0.0,3.0,5.196152422706632,0.0,6.666666666666667,5.507570547286392,-1.0,0.0,0.0,0.0,787.3333333333334,133.38790549868472,227.0,317.6666666666667,255.34551755089376,-55.0,1005.6666666666666,507.8438080088849,-395.0,0.0,0.0,0.0,63.666666666666664,26.10236260067565,6.0,0.0,0.0,0.0,8.666666666666666,8.504900548115383,0.0,3.0,4.358898943540674,0.0,14.0,9.999999999999403,1.0,6.333333333333333,6.027713773342164,0.0,51.333333333333336,63.25609325063833,0.0,106.66666666666667,121.74289849241036,-12.0,2470.6666666666665,1222.5008520788322,-237.0,494.13333333333276,244.50017041587347,-47.400000000000006,2.4835588033616216,0.5671456751905493,-1.1889056969116485,23.333333333333332,8.020806277010642,-7.0,0.0,0.0,0.0,0.9697893377241223,0.026695004606416124,0.0056551169789587075
1156,231.2,0,2,1,0,0,1034,4,15,31,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,1034,1,46,0,57,0,0,2,4,0,0,8,0.0,0.9965397923875432,206.8,0.2,9.2,0.0,0.0,0.4,0.0,0.7751263746521204,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,3.7859388972006256,0.0,0.0,0.0,0.0,777.6666666666666,117.18503886301373,126.0,129.33333333333334,178.51143754206294,1.0,546.0,559.933031709707,0.0,0.0,0.0,0.0,49.0,6.000000000319791,8.0,0.0,0.0,0.0,3.0,5.196152422706635,0.0,0.3333333333333333,0.5773502691896258,2.0,7.666666666666667,5.50757054728503,-1.0,2.3333333333333335,4.041451884328081,0.0,10.666666666666666,18.475208614071363,0.0,25.333333333333332,34.0196021924615,8.0,1576.6666666666667,781.8160482706115,144.0,315.33333333333275,156.3632096542904,28.799999999999983,1.7095081426897145,0.9143111267007704,0.06114906426159972,15.666666666666666,8.020806277010642,6.0,0.0,0.0,0.0,0.9885945361978785,0.008495663029442477,0.0004923615575036511
1152,230.4,0,2,1,0,0,1042,4,13,21,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,1042,1,34,0,57,0,0,2,4,0,0,8,0.0,0.9965277777777778,208.4,0.2,6.8,0.0,0.0,0.4,0.0,0.7202486167969263,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691926146,0.0,0.0,0.0,0.0,874.3333333333334,178.89195994601334,8.0,18.666666666666668,31.46956201369614,0.0,177.66666666666666,228.05335632906326,-12.0,0.0,0.0,0.0,49.666666666666664,7.023769168841609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,0.0,4.333333333333333,0.5773502691794632,0.0,0.0,2.4027400458748785e-06,0.0,0.0,1.1162471686095834e-05,0.0,6.666666666666667,6.110100926607565,0.0,1139.0,119.41105476522716,-4.0,227.7999999999994,23.882210954147954,-0.799999999999983,1.1306622307816034,0.6694613489832996,-0.05487775785519411,12.333333333333334,3.7859388972001793,0.0,0.0,0.0,0.0,0.9943265123562212,0.003415998153429156,-1.2014609765409467e-05
7538,1507.6,5,11,403,0,0,3126,75,2548,974,0,0,0,0,0,0,51,102,0,51,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,0,0,0,0,0,0,5,0,3126,403,3522,0,78,0,0,11,75,5,0,204,0.0,0.9855399310161846,625.2,80.6,704.4,0.0,0.0,2.2,1.0,2.1377774252492308,22,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8613930308374395e-06,5.0,0.0,0.0,0.0,994.6666666666666,75.1620471602925,2084.0,0.6666666666666666,0.5773502696562637,402.0,42.0,6.928203230275509,3488.0,0.0,0.0,0.0,54.333333333333336,4.618802153931642,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.1547005383792517,9.0,4.333333333333333,0.5773502691794632,71.0,0.0,2.4027400458748785e-06,5.0,0.0,1.1162471686095834e-05,0.0,5.333333333333333,4.618802153516708,196.0,1106.6666666666667,82.00812967918223,6386.0,221.33333333333272,16.40162593744205,1277.1999999999998,0.7364507672798557,0.03364051538285453,1.4175288084523046,12.0,3.4641016151377517,8.0,0.0,0.0,0.0,0.9963716669984534,0.0002808610108420456,-0.010987846761593145
9665,1933.0,6,11,496,0,2,3671,95,3588,1366,0,0,0,0,0,0,54,108,0,54,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,43,0,0,0,0,0,0,6,0,3671,496,4954,0,82,0,2,11,95,6,0,216,0.0,0.9869632695292292,734.2,99.2,990.8,0.0,0.0,2.2,1.2,2.1073974758991265,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.886751345948717,1.0,0.0,0.0,0.0,1734.0,1205.5139982596604,545.0,135.0,232.09480821423062,93.0,1200.6666666666667,2010.3425910359988,1432.0,0.0,0.0,0.0,64.0,12.124355653139553,4.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.196152422706632,0.0,27.666666666666668,40.99186911246343,20.0,1.6666666666666667,2.886751345949116,1.0,0.0,1.1162471686095834e-05,0.0,73.33333333333333,113.16065276116666,12.0,3282.0,3685.8046611289824,2127.0,656.3999999999993,737.1609322258317,425.4000000000001,1.2110508055660925,0.8030377094500655,-0.03037994935010424,16.666666666666668,4.618802153517006,1.0,0.0,0.0,0.0,0.9928691670605018,0.0063473074474708875,0.0014233385130445475
9401,1880.2,6,11,496,0,2,3417,94,3587,1362,0,0,0,0,0,0,54,108,0,54,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,6,0,3417,496,4949,0,76,0,2,11,94,6,0,216,0.0,0.986384427188597,683.4,99.2,989.8,0.0,0.0,2.2,1.2,2.1231853152022673,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.2145502536648336,0.0,0.0,0.0,0.0,2613.0,1387.5471163171335,-254.0,300.0,263.08363689138946,0.0,2836.6666666666665,2530.5851760676487,-5.0,0.0,0.0,0.0,72.33333333333333,13.428824719130823,-6.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,0.0,8.0,5.196152422706632,0.0,58.0,47.82258880487337,-1.0,3.6666666666666665,3.214550253665191,0.0,0.0,1.1162471686095834e-05,0.0,142.66666666666666,116.77899354478672,0.0,6118.333333333333,4430.505877812764,-264.0,1223.666666666666,886.1011755625817,-52.799999999999955,1.6551411726484275,0.8097831830623216,0.01578783930314076,19.666666666666668,4.932882862316246,0.0,0.0,0.0,0.0,0.9896769927743972,0.005975484457565385,-0.000578842340632213
9156,1831.2,6,9,495,0,2,3235,94,3581,1360,0,0,0,0,0,0,52,104,0,52,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,6,0,3235,495,4941,0,36,0,2,9,94,6,0,208,0.0,0.9864569681083443,647.0,99.0,988.2,0.0,0.0,1.8,1.2,2.0992192784319155,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,0.5773502691924244,0.0,0.0,0.0,0.0,3404.6666666666665,272.70924687902703,-182.0,465.0,53.69357503463923,-1.0,4475.0,825.3259961978649,-8.0,0.0,0.0,0.0,78.66666666666667,3.055050463925343,-40.0,0.0,0.0,0.0,1.3333333333333333,1.1547005383792517,0.0,11.0,0.0,-2.0,88.0,11.269427669584644,0.0,5.666666666666667,0.5773502691944116,0.0,0.0,1.1162471686095834e-05,0.0,212.0,6.928203230275903,-8.0,8868.0,1159.3528367154283,-245.0,1773.5999999999992,231.87056734319418,-49.0,2.122786738783541,0.01519389607708965,-0.023966036770351806,22.666666666666668,0.5773502691896101,-1.0,0.0,0.0,0.0,0.9862958759113369,0.0007157891639484049,7.254091974728816e-05
9447,1889.4,6,11,495,0,2,3309,95,3585,1367,0,0,0,0,0,0,84,168,0,84,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,0,0,0,0,0,0,6,0,3309,495,4952,0,77,0,2,11,95,6,0,336,0.0,0.9832751137927385,661.8,99.0,990.4,0.0,0.0,2.2,1.2,2.2041025411309443,22,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.7938423605694994e-06,0.0,0.0,0.0,0.0,3441.0,218.98858417733288,74.0,495.6666666666667,0.577350269189634,0.0,4948.0,6.557438524159975,11.0,0.0,0.0,0.0,64.66666666666667,25.006665778091044,41.0,0.0,0.0,0.0,2.0,0.0,0.0,10.333333333333334,1.1547005383792517,2.0,94.33333333333333,0.5773502691896247,1.0,6.0,2.3477251176519904e-06,0.0,0.0,1.1162471686095834e-05,0.0,213.33333333333334,4.61880215351701,128.0,9407.333333333334,254.559095955027,291.0,1881.466666666666,50.911819191498004,58.200000000000045,2.1099340231777695,0.012182704284910584,0.10488326269902881,22.666666666666668,0.5773502691896263,0.0,0.0,0.0,0.0,0.9866015549420567,0.00031534683795485924,-0.0031818543156058032
3005,601.0,1,2,93,0,2,1175,24,1050,412,0,0,0,0,0,0,35,70,0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0,1,0,1175,93,1462,0,51,0,2,2,24,1,1,140,0.0,0.9823627287853577,235.0,18.6,292.4,0.0,0.0,0.4,0.2,2.212424624176686,20,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.7938423605694994e-06,-5.0,0.0,0.0,0.0,3320.3333333333335,91.52777356259763,-2134.0,495.3333333333333,0.577350269189634,-402.0,4947.333333333333,5.686240702913635,-3490.0,0.0,0.0,0.0,63.0,23.38803112713464,-26.0,0.0,0.0,0.0,2.0,0.0,0.0,10.333333333333334,1.1547005383792517,-9.0,94.33333333333333,0.5773502691896278,-71.0,6.0,2.3477251176519904e-06,-5.0,0.0,1.1162471686095834e-05,1.0,253.33333333333334,71.70309151866002,-196.0,9334.666666666666,156.42996302959713,-6442.0,1866.9333333333327,31.285992606721425,-1288.4,2.1421690449217086,0.05495826775058921,0.008322083045741557,22.333333333333332,0.5773502691896263,-2.0,0.0,0.0,0.0,0.9853721696965599,0.0018164658389555495,-0.0009123850073807782
2565,513.0,8,5,514,0,1,822,27,682,110,0,0,0,2,0,0,52,104,0,49,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,34,0,0,4,0,0,0,9,0,822,514,792,0,67,0,1,5,27,8,1,205,0.0,0.9571150097465887,164.4,102.8,158.4,0.0,0.0,1.0,1.6,2.73682574986679,28,17,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,2.886751345948697,8.0,0.0,0.0,0.0,2573.0,1211.2687563047239,-353.0,361.0,232.09480821422954,421.0,3785.0,2011.7845312060629,-670.0,0.0,0.0,0.0,54.666666666666664,20.744477176761137,16.0,0.0,0.0,0.0,2.0,0.0,-1.0,7.333333333333333,4.725815626252609,3.0,71.0,40.70626487409524,3.0,4.333333333333333,2.8867513459490954,7.0,0.3333333333333333,0.5773502692975013,0.0,228.0,99.51884243699783,65.0,7202.666666666667,3638.196577060324,-440.0,1440.5333333333328,727.6393154120998,-88.0,2.171915481246515,0.06309411774723983,0.5244011256901042,21.333333333333332,1.154700538379251,8.0,0.0,0.0,0.0,0.9840316035621468,0.0021493967727960095,-0.02524771903876899
3134,626.8,8,5,514,0,1,1292,28,749,126,0,0,0,2,0,0,52,104,0,49,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,37,0,0,4,0,0,0,9,0,1292,514,875,0,73,0,1,5,28,8,1,205,0.0,0.9620293554562859,258.4,102.8,175.0,0.0,0.0,1.0,1.6,2.5590354991073823,28,17,0.0,0.0,0.0,1.3333333333333333,2.3094010767585034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,4.041451884327781,0.0,0.0,0.0,0.0,1768.6666666666667,1345.5936731916236,470.0,367.3333333333333,237.76949622130533,0.0,2402.0,2233.6293336182703,83.0,0.0,0.0,0.0,65.0,13.11487704874948,6.0,0.0,0.0,0.0,1.6666666666666667,0.5773502691896258,0.0,6.0,4.582575694955841,0.0,48.666666666666664,40.15387071420803,1.0,5.0,3.605551275464759,0.0,0.6666666666666666,0.5773502692974696,0.0,227.0,99.83486364992943,0.0,5005.666666666667,3852.5941044098427,569.0,1001.1333333333326,770.518820882002,113.79999999999995,2.3844509717248066,0.3051938768545583,-0.1777902507594078,23.333333333333332,4.163331998932266,0.0,0.0,0.0,0.0,0.974250950774895,0.01484717036322529,0.0049143457096971765
3261,652.2,8,5,514,0,1,1386,28,750,128,0,0,0,2,0,0,52,104,0,49,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,4,0,0,0,9,0,1386,514,878,0,103,0,1,5,28,8,1,205,0.0,0.963508126341613,277.2,102.8,175.6,0.0,0.0,1.0,1.6,2.5560231417099164,28,17,0.0,0.0,0.0,2.6666666666666665,2.3094010767585034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,4.618802153517353,0.0,0.0,0.0,0.0,1096.3333333333333,244.67597620797608,94.0,373.6666666666667,243.06446332883243,0.0,1043.0,365.23006447990855,3.0,0.0,0.0,0.0,63.666666666666664,11.372481406322505,30.0,0.0,0.0,0.0,1.3333333333333333,0.5773502691896258,0.0,4.0,1.73205080756888,0.0,26.333333333333332,2.0816659994660793,0.0,5.666666666666667,4.041451884328064,0.0,1.0,1.1157534875934608e-05,0.0,183.33333333333334,37.52776749732568,0.0,2901.3333333333335,298.3292364712118,127.0,580.266666666666,59.66584729467882,25.40000000000009,2.5027619577169524,0.2666911486190132,-0.003012357397465859,25.333333333333332,4.618802153517007,0.0,0.0,0.0,0.0,0.9671690313294107,0.013385590395113743,0.0014787708853271075
2756,551.2,8,3,514,0,1,1102,27,745,120,0,0,0,2,0,0,20,40,0,17,2,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,4,0,0,0,9,0,1102,514,865,0,60,0,1,3,27,8,1,77,0.0,0.9691582002902758,220.4,102.8,173.0,0.0,0.0,0.6,1.6,2.411764478350422,28,17,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1166.6666666666667,302.1677238444339,-284.0,514.0,0.0,0.0,848.3333333333334,48.809152147230236,-13.0,0.0,0.0,0.0,81.0,19.287301522084253,-43.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,-2.0,27.666666666666668,0.577350269189434,-1.0,8.0,2.3283988219052087e-06,0.0,1.0,1.1157534875934608e-05,0.0,205.0,0.0,-128.0,2986.6666666666665,370.6539266397908,-505.0,597.3333333333327,74.13078532830936,-101.0,2.617294796894696,0.10352779874548822,-0.14425866335949422,28.0,0.0,0.0,0.0,0.0,0.0,0.9608841638481626,0.003346876575839358,0.005650073948662793
2613,522.6,8,3,514,0,2,942,27,748,132,0,0,0,2,0,0,20,40,0,17,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,0,0,4,0,0,0,9,0,942,514,880,0,62,0,2,3,27,8,0,77,0.0,0.967470340604669,188.4,102.8,176.0,0.0,0.0,0.6,1.6,2.484927157270702,27,16,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1260.0,144.6789549312294,-160.0,514.0,0.0,0.0,872.6666666666666,6.806859285417041,15.0,0.0,0.0,0.0,78.66666666666667,22.05296654278354,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.333333333333333,1.1547005383792515,0.0,27.666666666666668,0.5773502691896263,0.0,8.0,2.3283988219052087e-06,0.0,1.0,1.1157534875934608e-05,-1.0,162.33333333333334,73.90083445627211,0.0,3050.3333333333335,262.6905657489336,-143.0,610.066666666666,52.538113150282136,-28.600000000000023,2.5089410397225733,0.08417084788904307,0.07316267892027994,28.0,0.0,-1.0,0.0,0.0,0.0,0.9648985606960582,0.0037623248048664058,-0.0016878596856068073
1131,226.2,0,0,0,0,2,941,5,80,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,941,0,125,0,47,0,2,0,5,0,0,0,0.0,0.9902740937223696,188.2,0.0,25.0,0.0,0.0,0.0,0.0,1.039422913001063,10,7,0.0,0.0,0.0,4.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-9.0,0.0,0.0,0.0,1143.3333333333333,224.86736831591645,-1.0,514.0,0.0,-514.0,874.3333333333334,8.14452781513256,-755.0,0.0,0.0,0.0,75.0,24.269322199101524,-15.0,0.0,0.0,0.0,1.3333333333333333,0.5773502691896258,0.0,3.6666666666666665,1.154700538379251,-3.0,27.333333333333332,0.5773502691896263,-22.0,8.0,2.3283988219052087e-06,-8.0,0.6666666666666666,0.5773502692974696,0.0,119.66666666666667,73.90083445627211,-77.0,2876.6666666666665,340.4355053949226,-1482.0,575.3333333333327,68.08710107936706,-296.40000000000003,2.484238259110347,0.07213179897988675,-1.445504244269639,27.666666666666668,0.5773502691896263,-17.0,0.0,0.0,0.0,0.9667122224121859,0.002900326068167223,0.022803753117700665
