total_events,events_per_minute,cnt_1,cnt_3,cnt_7,cnt_8,cnt_9,cnt_10,cnt_11,cnt_12,cnt_13,cnt_800,cnt_4103,cnt_4104,cnt_4624,cnt_4625,cnt_4648,cnt_4656,cnt_4658,cnt_4661,cnt_4663,cnt_4672,cnt_4688,cnt_4696,cnt_4697,cnt_4698,cnt_4702,cnt_4703,cnt_4720,cnt_4726,cnt_4728,cnt_4732,cnt_4738,cnt_4756,cnt_4768,cnt_4769,cnt_4770,cnt_4771,cnt_4773,cnt_4776,cnt_4798,cnt_4799,cnt_5154,cnt_5156,cnt_5158,cnt_5447,brute_force_score,lateral_move_score,persistence_score,priv_escalation_score,recon_score,execution_score,kerberos_score,credential_dump_score,image_load_score,registry_mod_score,powershell_score,wfp_network_score,remote_thread_score,raw_access_score,network_conn_score,file_create_score,process_create_sys_score,rights_adjust_score,object_access_score,logon_failure_ratio,monitored_event_ratio,credential_dump_per_min,image_load_per_min,registry_mod_per_min,powershell_per_min,remote_thread_per_min,network_conn_per_min,process_create_sys_per_min,entropy_eventids,distinct_eventids,distinct_monitored,brute_force_score_roll3_mean,brute_force_score_roll3_std,brute_force_score_delta,lateral_move_score_roll3_mean,lateral_move_score_roll3_std,lateral_move_score_delta,persistence_score_roll3_mean,persistence_score_roll3_std,persistence_score_delta,priv_escalation_score_roll3_mean,priv_escalation_score_roll3_std,priv_escalation_score_delta,recon_score_roll3_mean,recon_score_roll3_std,recon_score_delta,execution_score_roll3_mean,execution_score_roll3_std,execution_score_delta,kerberos_score_roll3_mean,kerberos_score_roll3_std,kerberos_score_delta,credential_dump_score_roll3_mean,credential_dump_score_roll3_std,credential_dump_score_delta,image_load_score_roll3_mean,image_load_score_roll3_std,image_load_score_delta,registry_mod_score_roll3_mean,registry_mod_score_roll3_std,registry_mod_score_delta,powershell_score_roll3_mean,powershell_score_roll3_std,powershell_score_delta,wfp_network_score_roll3_mean,wfp_network_score_roll3_std,wfp_network_score_delta,remote_thread_score_roll3_mean,remote_thread_score_roll3_std,remote_thread_score_delta,raw_access_score_roll3_mean,raw_access_score_roll3_std,raw_access_score_delta,network_conn_score_roll3_mean,network_conn_score_roll3_std,network_conn_score_delta,file_create_score_roll3_mean,file_create_score_roll3_std,file_create_score_delta,process_create_sys_score_roll3_mean,process_create_sys_score_roll3_std,process_create_sys_score_delta,rights_adjust_score_roll3_mean,rights_adjust_score_roll3_std,rights_adjust_score_delta,object_access_score_roll3_mean,object_access_score_roll3_std,object_access_score_delta,total_events_roll3_mean,total_events_roll3_std,total_events_delta,events_per_minute_roll3_mean,events_per_minute_roll3_std,events_per_minute_delta,entropy_eventids_roll3_mean,entropy_eventids_roll3_std,entropy_eventids_delta,distinct_eventids_roll3_mean,distinct_eventids_roll3_std,distinct_eventids_delta,logon_failure_ratio_roll3_mean,logon_failure_ratio_roll3_std,logon_failure_ratio_delta,monitored_event_ratio_roll3_mean,monitored_event_ratio_roll3_std,monitored_event_ratio_delta
776,155.2,0,1,0,0,0,681,3,48,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,681,0,71,0,17,0,0,1,3,0,0,0,0.0,0.9961340206185567,136.2,0.0,14.2,0.0,0.0,0.2,0.0,0.7872281495391601,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.3333333333334,73.90759997004447,-134.0,0.0,0.0,0.0,55.0,24.433583445741387,5.0,0.0,0.0,0.0,53.666666666666664,4.04145188432744,-33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6666666666666665,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,99.13626985093897,-160.0,188.4,19.827253970226533,-32.0,0.7854786736302802,0.09629639950221412,-0.04996459047508417,7.333333333333333,1.1547005383792515,2.0,0.0,0.0,0.0,0.9986491796836624,0.001175053906464924,-0.001729227244691156
1370,274.0,0,3,0,0,0,1066,4,50,31,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,0,0,0,0,0,0,0,0,1066,0,81,0,53,0,0,3,4,0,0,128,0.0,0.9744525547445255,213.2,0.0,16.2,0.0,0.0,0.6,0.0,1.4527709045608495,14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.3333333333334,114.11543862831222,385.0,0.0,0.0,0.0,69.66666666666667,3.214550253665356,10.0,0.0,0.0,0.0,41.666666666666664,21.733231083604053,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,2.0,3.3333333333333335,0.5773502691896257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,918.6666666666666,134.83817461420705,594.0,183.73333333333335,26.967634922869916,118.80000000000001,0.8230968757000543,0.03129949216976413,0.6655427550216894,8.666666666666666,1.1547005383792517,4.0,0.0,0.0,0.0,0.9973605198898481,0.0010679140343139023,-0.02168146587403119
1405,281.0,0,3,0,0,0,1096,5,51,31,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,0,0,0,0,0,0,0,0,1096,0,82,0,56,0,0,3,5,0,0,128,0.0,0.9750889679715302,219.2,0.0,16.4,0.0,0.0,0.6,0.0,1.445717487550444,14,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,195.4405280385796,30.0,0.0,0.0,0.0,72.66666666666667,7.637626158260159,1.0,0.0,0.0,0.0,40.0,19.97498435543818,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.5275252316519465,0.0,3.3333333333333335,0.5773502691896257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,73.90083445627211,0.0,1027.3333333333333,307.35213246908177,35.0,205.46666666666667,61.47042649382883,7.0,1.0257305980380844,0.37067058505043354,-0.007053417010405516,10.666666666666666,3.0550504633038935,0.0,0.0,0.0,0.0,0.9894832744087768,0.013045668129111995,0.0006364132270046952
1621,324.2,0,3,0,0,0,1336,5,22,36,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,0,0,0,0,0,0,0,0,1336,0,58,0,58,0,0,3,5,0,0,128,0.0,0.9796421961752005,267.2,0.0,11.6,0.0,0.0,0.6,0.0,1.2123100060690055,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.6666666666666,231.4267342666621,240.0,0.0,0.0,0.0,78.0,6.08276253029873,-24.0,0.0,0.0,0.0,42.0,21.702534414210707,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.1547005383792512,0.0,4.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.33333333333333,73.90083445627211,0.0,1183.6666666666667,353.483144341131,216.0,236.73333333333335,70.696628868237,43.19999999999999,1.2285721805501508,0.382231412830834,-0.23340748148143842,12.666666666666666,2.309401076758504,-2.0,0.0,0.0,0.0,0.9818918477782042,0.012338187503022414,0.004553228203670323
2082,416.4,0,4,0,0,0,1772,7,26,43,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,1772,0,69,0,66,0,0,4,7,0,0,128,0.0,0.9827089337175793,354.4,0.0,13.8,0.0,0.0,0.8,0.0,1.080379386341779,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0,147.98648586948434,436.0,0.0,0.0,0.0,73.66666666666667,13.576941236277772,11.0,0.0,0.0,0.0,55.666666666666664,2.516611478423669,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.666666666666667,0.5773502691896256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,1465.3333333333333,135.94238975865613,461.0,293.06666666666666,27.188477951759094,92.19999999999999,1.3702661327267662,0.13683947213587191,-0.13193061972722653,13.333333333333334,1.1547005383792517,3.0,0.0,0.0,0.0,0.9763945729637521,0.0028304677778659723,0.003066737542378739
2269,453.8,0,3,0,0,0,1928,7,21,45,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,0,0,0,0,0,0,0,0,1928,0,66,0,99,0,0,3,7,0,0,128,0.0,0.9832525341560159,385.6,0.0,13.2,0.0,0.0,0.6,0.0,1.086184855028054,15,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.3333333333333,342.70298121453897,156.0,0.0,0.0,0.0,69.66666666666667,12.013880860627012,-3.0,0.0,0.0,0.0,60.0,5.291502622129233,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.5773502691896257,-1.0,5.666666666666667,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,1702.6666666666667,345.8096779057747,187.0,340.53333333333336,69.16193558116582,37.400000000000034,1.2461356266537427,0.18500300404222328,0.005805468686274962,13.666666666666666,1.5275252316519472,0.0,0.0,0.0,0.0,0.9791466992881034,0.0038340719042016364,0.0005436004384365978
1608,321.6,0,1,0,0,0,1485,6,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,1485,0,53,0,57,0,0,1,6,0,0,0,0.0,0.996268656716418,297.0,0.0,10.6,0.0,0.0,0.2,0.0,0.5771530956815509,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678.6666666666667,306.837633502367,-443.0,0.0,0.0,0.0,64.33333333333333,5.6862407030779405,-13.0,0.0,0.0,0.0,74.33333333333333,21.73323108360407,-42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.5773502691896257,-2.0,6.333333333333333,1.1547005383792515,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,1990.6666666666667,333.5151170986065,-661.0,398.13333333333327,66.70302341973255,-132.2,1.126291415812946,0.07455081668834167,-0.509031759346503,14.0,1.7320508075688776,-4.0,0.0,0.0,0.0,0.9818678880162652,0.0019465748091733446,0.013016122560402077
1669,333.8,0,1,0,0,0,1532,6,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,1532,0,66,0,58,0,0,1,6,0,0,0,0.0,0.9964050329538646,306.4,0.0,13.2,0.0,0.0,0.2,0.0,0.60556889577833,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.3333333333333,224.7049917855252,47.0,0.0,0.0,0.0,62.666666666666664,8.504900548115797,13.0,0.0,0.0,0.0,74.0,22.113344387496003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,1.5275252316519465,0.0,6.666666666666667,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.33333333333333,73.90083445627211,0.0,1986.3333333333333,340.7261852768248,61.0,397.26666666666665,68.14523705537594,12.199999999999989,0.9145724456837945,0.292228145775902,0.02841580009677902,13.666666666666666,2.309401076758503,0.0,0.0,0.0,0.0,0.9874100415300043,0.007676599027231279,0.00013637623744666705
1528,305.6,0,1,0,0,0,1415,6,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,1415,0,50,0,50,0,0,1,6,0,0,0,0.0,0.9960732984293194,283.0,0.0,10.0,0.0,0.0,0.2,0.0,0.5629671714561876,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.3333333333333,243.33584473589767,-117.0,0.0,0.0,0.0,61.666666666666664,7.505553499465608,-16.0,0.0,0.0,0.0,71.33333333333333,23.965252624024938,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.1547005383792512,0.0,6.333333333333333,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,73.90083445627211,0.0,1848.6666666666667,365.29485807125235,-141.0,369.73333333333335,73.05897161426073,-28.19999999999999,0.7563022821626447,0.2860397670499932,-0.042601724322142376,12.333333333333334,2.309401076758503,0.0,0.0,0.0,0.0,0.9919754079420994,0.00755453803587592,-0.00033173452454526853
1143,228.6,0,0,0,0,0,1046,4,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,1046,0,42,0,48,0,0,0,4,0,0,0,0.0,0.9973753280839895,209.2,0.0,8.4,0.0,0.0,0.0,0.0,0.6090583486849163,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.3333333333333,58.875575014879786,-369.0,0.0,0.0,0.0,56.333333333333336,8.504900548115817,-8.0,0.0,0.0,0.0,55.0,4.358898943540747,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,6.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.6666666666667,70.71303510170574,-385.0,320.33333333333337,14.142607020394198,-77.00000000000003,0.5818963876386893,0.02169333636744875,0.046091177228728686,11.0,0.0,-4.0,0.0,0.0,0.0,0.9962489960332007,0.0001667388843215525,0.0013020296546701893
984,196.8,0,0,0,0,0,929,4,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,929,0,37,0,14,0,0,0,4,0,0,0,0.0,1.0,185.8,0.0,7.4,0.0,0.0,0.0,0.0,0.4202116098710976,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,253.65527788713422,-117.0,0.0,0.0,0.0,52.666666666666664,12.220201853215885,-5.0,0.0,0.0,0.0,52.0,5.291502622129235,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896258,0.0,5.333333333333333,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.6666666666667,272.268862217651,-159.0,289.33333333333337,54.45377244354398,-31.799999999999983,0.5925314719731444,0.0256628129633685,-0.18884673881381864,9.666666666666666,2.309401076758503,-1.0,0.0,0.0,0.0,0.9966178864890578,0.0006766093969166708,0.002624671916010457
894,178.8,0,0,0,0,0,842,3,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,842,0,33,0,16,0,0,0,3,0,0,0,0.0,1.0,168.4,0.0,6.6,0.0,0.0,0.0,0.0,0.43597124350736843,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0,253.6552778871339,-87.0,0.0,0.0,0.0,43.0,6.557438524302624,-4.0,0.0,0.0,0.0,37.333333333333336,20.23198787399136,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,0.0,4.666666666666667,1.1547005383792515,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.3333333333333,279.714735638459,-90.0,243.66666666666666,55.9429471277052,-18.0,0.530745710004067,0.09846034543784608,0.01575963363627081,8.0,2.6457513110645903,0.0,0.0,0.0,0.0,0.9978162088377696,0.0020001320420386273,0.0
899,179.8,0,0,0,0,0,829,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,829,0,21,0,46,0,0,0,3,0,0,0,0.0,1.0,165.8,0.0,4.2,0.0,0.0,0.0,0.0,0.5526710476196669,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,102.36698686587879,-13.0,0.0,0.0,0.0,37.333333333333336,4.509249752823837,-12.0,0.0,0.0,0.0,26.0,19.07878402833891,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.0,126.08330579406021,5.0,201.4,25.216661158841802,1.0,0.48841373402112725,0.10477802154374508,0.11669980411229847,6.333333333333333,0.5773502691896242,0.0,0.0,0.0,0.0,0.9991251093613297,0.0015153550372441712,0.0
1387,277.4,0,2,1,0,0,1108,4,18,33,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,1108,1,51,0,60,0,0,2,4,0,0,128,0.0,0.9762076423936553,221.6,0.2,10.2,0.0,0.0,0.4,0.0,1.341888038952928,13,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.6666666666666,54.37217425606854,279.0,0.0,0.0,1.0,30.333333333333332,8.326663997865065,30.0,0.0,0.0,0.0,25.333333333333332,17.925772879664997,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.3333333333333335,0.5773502691896257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,925.6666666666666,50.57996968456372,488.0,185.13333333333333,10.11599393698701,97.59999999999997,0.4696179669993776,0.07235642447966309,0.7892169913332611,6.0,0.0,7.0,0.0,0.0,0.0,1.0,1.9159960316765143e-09,-0.023792357606344683
2701,540.2,0,3,1,0,0,2214,9,72,130,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,2214,1,202,0,110,0,0,3,9,0,0,128,0.0,0.9874120696038504,442.8,0.2,40.4,0.0,0.0,0.6,0.0,1.2203378022319713,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.3333333333334,157.46216476770647,1106.0,0.3333333333333333,0.5773502691896258,0.0,35.0,15.099668870541784,151.0,0.0,0.0,0.0,40.666666666666664,22.47962040011649,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.1547005383792517,1.0,3.3333333333333335,0.5773502691896257,5.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,73.90083445627211,0.0,1060.0,283.20134180465806,1314.0,212.0,56.640268360944845,262.80000000000007,0.7768434433599877,0.49280955482473854,-0.12155023672095666,8.333333333333334,4.041451884327381,1.0,0.0,0.0,0.0,0.9920692141312184,0.013736524068678948,0.0112044272101951
2922,584.4,0,3,1,0,0,2418,9,75,136,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,2418,1,211,0,118,0,0,3,9,0,0,128,0.0,0.9883641341546886,483.6,0.2,42.2,0.0,0.0,0.6,0.0,1.1774079199687153,14,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.6666666666667,732.4959613085473,204.0,0.6666666666666666,0.5773502691896258,0.0,91.33333333333333,97.00687260876592,9.0,0.0,0.0,0.0,72.0,33.645207682521466,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.5275252316519468,0.0,5.333333333333333,3.2145502536643185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.33333333333333,73.90083445627211,0.0,1662.3333333333333,932.0178825179779,221.0,332.46666666666664,186.40357650359962,44.19999999999993,1.0382989629348554,0.42493466452122275,-0.042929882263256,11.0,4.358898943540674,0.0,0.0,0.0,0.0,0.987873237332502,0.011902881032443665,0.0009520645508381831
3008,601.6,0,4,1,0,0,2489,10,80,141,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,2489,1,221,0,120,0,0,4,10,0,0,128,0.0,0.9883643617021277,497.8,0.2,44.2,0.0,0.0,0.8,0.0,1.180334004936164,15,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1913.3333333333333,704.858378210356,71.0,1.0,0.0,0.0,154.66666666666666,89.8906743401858,10.0,0.0,0.0,0.0,96.0,31.432467291003462,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.5773502691896266,1.0,7.333333333333333,2.886751345948129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,2336.6666666666665,829.8254836610519,86.0,467.3333333333333,165.9650967322149,17.200000000000045,1.2465445870512049,0.08531426646926021,0.0029260849674486167,13.666666666666666,0.5773502691896258,1.0,0.0,0.0,0.0,0.9839946153840647,0.00676049687465811,2.275474391133514e-07
3042,608.4,0,4,1,0,0,2519,10,82,141,0,0,0,0,0,0,32,64,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,2519,1,223,0,120,0,0,4,10,0,0,128,0.0,0.9878369493754109,503.8,0.2,44.6,0.0,0.0,0.8,0.0,1.1811579044982483,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2373.6666666666665,142.75970486567203,30.0,1.0,0.0,0.0,211.33333333333334,9.504384952922205,2.0,0.0,0.0,0.0,116.0,5.291502622129523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.5773502691896257,0.0,9.333333333333334,0.5773502691896255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,2877.0,158.36982035718702,34.0,575.4,31.673964071461306,6.7999999999999545,1.19269324237895,0.0239855531604195,0.0008238995620843959,14.333333333333334,0.5773502691896255,1.0,0.0,0.0,0.0,0.9880468551535556,0.000549740423771459,-0.0005274123267168251
2298,459.6,0,2,0,0,0,1988,9,69,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,53,0,0,0,0,0,0,0,0,1988,0,189,0,105,0,0,2,9,0,0,0,0.0,0.9978241949521323,397.6,0.0,37.8,0.0,0.0,0.4,0.0,0.8666327158566509,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.3333333333335,51.86842327788453,-531.0,1.0,0.0,-1.0,218.33333333333334,6.429100507328684,-34.0,0.0,0.0,0.0,119.33333333333333,1.1547005383808935,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.5773502691896257,-2.0,9.666666666666666,0.5773502691896255,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,-128.0,2990.6666666666665,61.84927916557675,-744.0,598.1333333333333,12.369855833176956,-148.79999999999995,1.179633276467709,0.0019707514517353993,-0.3145251886415974,15.0,0.9999999999999998,-6.0,0.0,0.0,0.0,0.9881884817440757,0.00030443598277296444,0.00998724557672137
871,174.2,0,1,0,0,0,779,4,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,0,0,0,0,779,0,34,0,49,0,0,1,4,0,0,0,0.0,0.9954075774971297,155.8,0.0,6.8,0.0,0.0,0.2,0.0,0.740233477853748,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.0,298.29012722515716,-1209.0,0.6666666666666666,0.5773502691896258,0.0,211.0,19.078784028338927,-155.0,0.0,0.0,0.0,115.0,8.660254037844593,-56.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.1547005383792517,-1.0,9.666666666666666,0.5773502691896255,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,85.33333333333333,73.90083445627211,0.0,2782.6666666666665,420.0777705774262,-1427.0,556.5333333333333,84.01555411549427,-285.40000000000003,1.0760415417636875,0.18135383088991205,-0.12639923800290287,13.666666666666666,3.214550253664318,-1.0,0.0,0.0,0.0,0.9913418353432236,0.005620078337087406,-0.0024166174550025454
539,107.8,0,1,0,0,0,467,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,0,0,0,0,467,0,23,0,41,0,0,1,3,0,0,0,0.0,0.9925788497217068,93.4,0.0,4.6,0.0,0.0,0.2,0.0,0.8913378037369221,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.0,891.743797287091,-312.0,0.3333333333333333,0.5773502691896258,0.0,148.66666666666666,100.74886269002411,-11.0,0.0,0.0,0.0,91.33333333333333,37.421027956662755,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.5275252316519468,0.0,7.666666666666667,3.2145502536643185,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,73.90083445627211,0.0,2070.3333333333335,1103.2607730420302,-332.0,414.06666666666666,220.65215460840943,-66.39999999999999,0.9293413660695489,0.2270525679475799,0.15110432588317402,11.666666666666666,3.785938897200182,0.0,0.0,0.0,0.0,0.9936895739415577,0.005210558579955913,-0.002828727775422868
